customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,RecordDate
1174-BDBDH,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.43,1483.43,Yes,2024-04-06
7035-KPEJO,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),184.56,11619.77,No,2024-04-06
7914-DFRHX,Male,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),174.24,9431.11,Yes,2024-04-06
7197-VXHQI,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),195.53,3337.44,Yes,2024-04-06
9989-MNYPH,Female,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,169.78,5798.06,Yes,2024-04-06
4179-ORREV,Male,1,No,Yes,13,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,147.48,1910.05,No,2024-04-06
4610-QBWHV,Male,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,184.98,2616.96,No,2024-04-06
3470-YBIJW,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),174.09,5839.62,No,2024-04-06
1363-WAPXT,Female,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),201.04,2254.82,Yes,2024-04-06
5235-JITJE,Female,1,Yes,No,50,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),139.3,6790.52,Yes,2024-04-06
5209-GKCUM,Female,0,No,No,50,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,170.72,8460.73,Yes,2024-04-06
9976-CNWZV,Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),52.12,1780.27,No,2024-04-06
5502-ONOEC,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,156.87,7951.0,Yes,2024-04-06
2677-YSNQL,Male,1,Yes,No,27,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),158.28,4177.35,Yes,2024-04-06
4557-UNNAP,Male,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),54.58,873.17,No,2024-04-06
7223-OTHPK,Male,0,Yes,Yes,56,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,123.33,7083.72,No,2024-04-06
5646-DCXMC,Female,0,Yes,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),158.15,5122.94,No,2024-04-06
6242-ZIIWP,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),164.18,8451.46,No,2024-04-06
7993-CNELA,Male,0,No,No,41,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,152.88,6222.62,No,2024-04-06
8208-VCSCQ,Female,1,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,54.89,1513.15,Yes,2024-04-06
1733-EWGPE,Male,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,70.06,4390.68,Yes,2024-04-06
5430-MYADJ,Male,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),55.11,792.89,No,2024-04-06
6346-PCEZM,Male,0,No,No,42,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),165.57,7067.61,Yes,2024-04-06
5298-EAEOH,Female,0,Yes,Yes,36,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),141.75,5018.15,No,2024-04-06
6577-SWGVG,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,168.85,169.22,Yes,2024-04-06
8540-KKIKV,Male,0,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,61.26,2751.05,Yes,2024-04-06
1571-TBVNR,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),135.46,4823.77,Yes,2024-04-06
2268-YKUWB,Female,0,No,No,48,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),135.24,6597.39,No,2024-04-06
7670-EECMZ,Female,0,Yes,No,65,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),115.94,7360.5,No,2024-04-06
1097-LLKLX,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,170.17,1488.24,Yes,2024-04-06
4916-PBMZU,Female,0,No,No,59,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),159.3,9172.92,Yes,2024-04-06
9565-NIGYK,Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,170.5,8179.59,No,2024-04-06
6529-QQXMU,Male,0,Yes,Yes,4,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),137.17,557.0,Yes,2024-04-06
9414-WALGP,Female,1,No,No,50,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),145.44,7190.26,Yes,2024-04-06
1742-AWWRY,Female,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),117.29,1277.53,No,2024-04-06
2047-NGBLW,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),161.73,1788.29,Yes,2024-04-06
4414-NZNIR,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,173.28,7144.46,Yes,2024-04-06
3800-SWYIU,Female,0,Yes,No,48,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,152.89,7415.1,No,2024-04-06
4013-OXGNC,Male,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),175.5,4336.79,Yes,2024-04-06
5480-RYRVC,Male,0,No,Yes,51,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,145.79,7526.58,No,2024-04-06
8199-JVWPX,Male,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),181.54,7938.73,No,2024-04-06
9513-REXZW,Male,0,No,No,34,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,176.85,6070.4,No,2024-04-06
6685-KMHFK,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,177.21,9826.25,Yes,2024-04-06
6379-QLEHA,Female,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,57.86,2477.64,Yes,2024-04-06
1887-OXHWI,Male,0,No,No,38,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),177.28,6936.18,Yes,2024-04-06
4423-IJRIT,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),164.72,4606.06,Yes,2024-04-06
5556-EMGXJ,Male,0,Yes,No,17,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,143.79,2422.56,Yes,2024-04-06
1198-LJKRY,Male,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,40.85,751.56,No,2024-04-06
2782-DQFLV,Female,1,Yes,No,21,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),150.22,3086.25,Yes,2024-04-06
3082-QIFQL,Male,0,Yes,No,24,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,125.53,3023.38,No,2024-04-06
1182-HUHPL,Female,0,Yes,No,58,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,97.63,5728.18,Yes,2024-04-06
3441-NOIMU,Male,0,Yes,No,26,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),116.08,3030.07,No,2024-04-06
8891-HLMGI,Female,1,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),155.38,5808.81,Yes,2024-04-06
7401-GSYZA,Female,0,No,No,41,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),122.46,5081.99,Yes,2024-04-06
3500-SZJCL,Male,0,No,No,33,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.97,3489.73,No,2024-04-06
5837-UIFGW,Male,0,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),156.65,6631.71,No,2024-04-06
4855-DVMCK,Male,0,Yes,No,27,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),137.78,3739.9,Yes,2024-04-06
6545-HYINU,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),164.46,4650.94,Yes,2024-04-06
4246-KHXRP,Male,0,Yes,Yes,47,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,122.22,5841.1,No,2024-04-06
1477-UHIYM,Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),149.32,4768.47,No,2024-04-06
2059-SBJNV,Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),35.24,1131.2,No,2024-04-06
7607-HITIC,Male,0,No,No,53,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,114.08,6134.25,No,2024-04-06
1314-SPTMA,Male,0,Yes,No,27,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),143.76,3869.35,Yes,2024-04-06
6958-OIUGR,Female,0,Yes,Yes,31,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,125.88,3867.37,Yes,2024-04-06
6686-DPRPW,Female,0,Yes,Yes,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,173.19,10864.76,Yes,2024-04-06
6137-IBZAX,Male,0,Yes,No,35,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,158.01,5484.22,Yes,2024-04-06
1818-WMIZL,Female,0,Yes,Yes,63,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,127.88,8109.63,Yes,2024-04-06
3042-HMWLN,Male,0,No,No,58,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,155.22,9183.86,Yes,2024-04-06
9951-VLQSQ,Male,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),147.31,6209.48,Yes,2024-04-06
4909-GWIKP,Female,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,117.41,3623.5,Yes,2024-04-06
2628-KKNRB,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),153.92,6762.25,Yes,2024-04-06
3841-UVEQH,Male,0,No,No,47,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),96.14,4412.68,No,2024-04-06
1042-UVYIY,Female,1,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),43.84,1755.07,Yes,2024-04-06
1177-EMOMW,Male,1,No,Yes,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,122.69,2138.46,Yes,2024-04-06
1194-KSVYA,Male,0,Yes,No,40,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,90.73,3720.21,Yes,2024-04-06
7816-CRJRX,Male,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),194.88,3619.66,No,2024-04-06
2842-IMYIW,Male,0,Yes,No,7,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),133.39,961.73,No,2024-04-06
3005-KODUM,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,182.22,4127.44,Yes,2024-04-06
8813-XXHCH,Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,138.5,4024.12,Yes,2024-04-06
3944-GSLQH,Male,0,No,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),149.01,5210.26,No,2024-04-06
8602-WDYDC,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,170.71,863.21,Yes,2024-04-06
6471-BGITO,Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),43.01,1081.4,No,2024-04-06
3267-LPYHZ,Female,0,No,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.82,668.14,Yes,2024-04-06
5664-PGUWQ,Female,0,Yes,No,44,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),102.41,4507.98,No,2024-04-06
3488-AGOSY,Male,0,No,Yes,60,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),148.0,8951.77,Yes,2024-04-07
9834-YNACW,Female,0,Yes,No,37,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,143.84,5301.45,Yes,2024-04-07
7593-QOMSX,Female,0,No,No,15,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),136.49,2084.59,No,2024-04-07
2477-KPZVH,Male,0,Yes,No,46,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),137.58,6320.39,Yes,2024-04-07
6354-KVTDZ,Male,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.81,1755.49,Yes,2024-04-07
7765-ZFSFI,Female,0,Yes,No,22,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),115.98,2500.35,No,2024-04-07
4886-OHEAX,Female,0,Yes,No,55,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),122.7,6853.74,Yes,2024-04-07
5318-SMIRQ,Male,0,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),43.73,1931.92,Yes,2024-04-07
9789-AZOKE,Female,0,No,No,4,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),75.58,295.99,No,2024-04-07
1618-XNXZG,Female,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),178.67,4664.79,No,2024-04-07
8652-SAECX,Female,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,197.12,1620.33,Yes,2024-04-07
2611-MWXJX,Male,0,Yes,No,34,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,152.2,5122.86,No,2024-04-07
1134-BBSTW,Male,0,No,Yes,52,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,121.92,6449.76,No,2024-04-07
8718-RXSIE,Male,0,No,No,35,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,167.83,5905.33,Yes,2024-04-07
6554-FFQDN,Male,0,No,No,20,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),144.84,2982.89,No,2024-04-07
8754-UQPCF,Female,1,Yes,No,21,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,147.94,3178.91,Yes,2024-04-07
1036-EIXGH,Male,0,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.69,1969.86,Yes,2024-04-07
8549-IVJGM,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),50.58,2900.07,No,2024-04-07
4567-KYLKY,Male,0,Yes,No,59,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),115.11,6963.37,No,2024-04-07
7080-UZVDB,Male,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),201.35,3000.88,No,2024-04-07
1402-ZCKMN,Female,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,58.56,1872.72,No,2024-04-07
4036-EQZUU,Male,0,Yes,No,21,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),163.07,3396.26,Yes,2024-04-07
3660-ZXNEC,Male,0,Yes,No,48,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),129.0,6108.72,Yes,2024-04-07
3936-NTKXA,Female,0,Yes,No,24,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),175.67,4251.35,Yes,2024-04-07
6070-SWKBT,Male,0,Yes,Yes,10,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),141.22,1392.24,No,2024-04-07
9680-JZHBH,Female,0,Yes,No,32,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,116.69,3635.48,No,2024-04-07
7717-NLPTU,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),174.98,6981.41,No,2024-04-07
5521-FLNYH,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),158.49,5287.98,Yes,2024-04-07
5894-OJCTD,Female,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),170.2,3617.89,No,2024-04-07
2646-QYNUC,Male,0,No,No,47,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,181.07,8607.02,Yes,2024-04-07
3563-DDQNT,Male,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,69.12,2434.89,Yes,2024-04-07
5362-TMKXA,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),179.51,3707.69,Yes,2024-04-07
4887-STQOB,Female,0,Yes,Yes,18,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),158.56,2894.59,Yes,2024-04-07
6569-XBFBK,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),151.95,1385.44,No,2024-04-07
9839-IFZWQ,Male,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,170.58,5146.94,Yes,2024-04-07
8271-CNOFW,Male,1,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),160.0,2223.29,Yes,2024-04-07
5045-HLOXQ,Female,0,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),61.3,3338.82,Yes,2024-04-07
5496-STZLU,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,50.87,509.45,No,2024-04-07
7313-THYFO,Male,1,No,No,53,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.44,4128.3,Yes,2024-04-07
1727-DWXET,Female,0,Yes,No,33,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.32,3850.87,Yes,2024-04-07
4735-BWGDX,Male,0,No,No,24,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,139.88,3413.45,Yes,2024-04-07
9119-ODEGP,Male,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,124.55,2611.11,Yes,2024-04-07
2030-DZTUK,Male,0,No,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.5,612.04,No,2024-04-07
5297-XTFRI,Female,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,55.4,1751.75,Yes,2024-04-07
5670-CZMKT,Male,1,No,Yes,25,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),97.16,2371.15,No,2024-04-07
4853-CGFXQ,Male,0,Yes,Yes,48,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.82,5133.73,No,2024-04-07
3465-WSABR,Male,0,Yes,Yes,32,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,127.49,4105.9,Yes,2024-04-07
5908-PGACT,Male,0,No,No,17,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,136.68,2276.73,No,2024-04-07
3949-KIQMX,Male,0,Yes,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.5,830.49,No,2024-04-07
8181-WXVYE,Male,0,Yes,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.5,1024.93,Yes,2024-04-07
6145-BLDJK,Male,1,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),181.14,4019.33,No,2024-04-07
1074-UATAM,Male,1,Yes,No,36,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),144.15,5161.44,Yes,2024-04-07
2519-CQVYS,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,196.42,4511.3,Yes,2024-04-07
6095-KCLGC,Female,0,Yes,No,50,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),114.41,5806.7,No,2024-04-07
2073-FBGFM,Male,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),45.2,2354.03,No,2024-04-07
1705-BTIWH,Female,0,No,No,45,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),137.09,6208.59,Yes,2024-04-07
8785-YTJYB,Female,0,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,155.53,4718.33,No,2024-04-07
5869-XNIME,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),187.93,9157.0,No,2024-04-07
3098-LNUWZ,Female,0,Yes,Yes,50,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),141.39,7102.43,Yes,2024-04-07
9572-RZOQD,Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),180.02,8856.02,Yes,2024-04-07
8587-CLIBE,Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),125.7,762.31,Yes,2024-04-07
6562-LZOJY,Male,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),162.99,9190.71,No,2024-04-07
5058-PNCYR,Female,1,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,192.97,6643.53,Yes,2024-04-07
1979-DBQPM,Female,0,Yes,Yes,28,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),135.43,3861.21,Yes,2024-04-07
3201-PAMLD,Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,151.17,2933.64,Yes,2024-04-07
9552-ZGFKX,Male,1,No,No,33,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,158.12,5171.08,Yes,2024-04-07
1913-PHBTC,Female,0,No,No,45,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),165.8,7416.41,No,2024-04-07
6708-FGTPC,Male,0,No,Yes,36,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),147.02,5251.94,No,2024-04-07
8787-BTJNP,Female,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),184.58,913.11,Yes,2024-04-07
